Time (s),Absolute load,Accelerator pedal position (%),Actual equivalence/air to fuel ratio (λ),Actual exhaust camshaft retard from max advance position (°),Actual intake camshaft advance from max retard position (°),Catalyst Temperature (%),Desired equivalence/air to fuel ratio (λ),Desired exhaust camshaft retard from max advance position (°),Desired intake camshaft advance from max retard position (°),Engine RPM,Fuel injection pulse width (ms),Ignition timing advance (°),Intake air temperature (°F),Intake manifold absolute pressure (kPa),Knock retard (°),Long term fuel trim (%),Mass airflow (g/s),Short term fuel trim (primary sensor) (%)
-1935.807,0.434,8.1,0.985,25.12,74.0,776.2,0.994,25.6,74.0,2882,0.848,18.6,75,57.2,-0.55,0.0,22.94,0.3
-1935.698,0.406,7.2,1.001,25.81,73.7,776.2,0.996,26.7,74.0,2886,0.773,23.1,75,56.1,-0.50,1.6,20.23,0.0
-1935.589,0.364,7.0,1.019,26.64,73.9,776.2,0.996,27.0,74.0,2885,0.736,27.1,75,51.1,-0.44,1.6,20.02,0.6
-1935.481,0.349,7.5,1.026,26.93,73.8,776.2,0.997,27.1,74.0,2884,0.742,28.4,75,51.8,-0.39,1.6,18.43,2.1
-1935.372,0.351,7.0,0.973,27.24,73.8,776.2,0.996,27.5,74.0,2889,0.719,28.5,75,49.0,-0.33,1.6,20.14,-2.0
-1935.263,0.361,7.0,0.961,27.70,73.8,776.1,0.996,27.9,74.0,2886,0.718,28.1,75,49.1,-0.27,1.6,20.12,-1.6
-1935.155,0.363,7.0,0.961,28.33,73.1,776.0,0.996,28.4,67.8,2887,0.692,28.0,75,49.5,-0.22,1.6,17.14,-2.3
-1935.046,0.361,7.0,0.972,28.94,66.0,775.9,0.996,29.1,55.1,2890,0.695,27.0,75,47.7,-0.17,1.6,15.46,-2.3
-1934.937,0.362,7.0,0.992,29.54,54.4,775.7,0.996,29.6,44.3,2891,0.726,26.5,75,46.7,-0.11,1.6,18.47,-1.6
-1934.829,0.360,7.0,0.987,29.80,44.0,775.6,0.996,30.1,39.5,2889,0.712,26.0,75,45.7,-0.03,1.6,17.54,-1.8
-1934.720,0.346,7.0,0.977,30.28,37.5,775.6,0.996,30.9,36.6,2895,0.697,26.6,75,45.5,0.00,1.6,19.41,-2.9
-1934.611,0.343,7.0,0.987,31.06,35.6,775.5,0.996,31.6,34.3,2889,0.707,27.0,75,45.5,0.00,1.6,18.82,-2.3
-1934.503,0.341,7.0,0.964,32.27,32.2,775.4,0.995,32.4,30.3,2889,0.687,27.2,75,46.0,0.00,1.6,17.38,-3.3
-1934.394,0.340,7.0,0.969,33.05,27.9,775.2,0.995,33.0,26.1,2891,0.674,27.9,75,47.0,0.00,1.6,19.93,-4.5
-1934.286,0.341,7.0,1.002,33.19,25.0,775.1,0.995,33.3,25.1,2896,0.722,27.6,75,47.5,0.00,1.6,20.03,-2.1
-1934.177,0.341,7.0,0.954,33.62,25.3,775.0,0.995,33.2,25.6,2887,0.674,28.0,75,48.5,0.00,1.6,17.77,-4.3
-1934.068,0.341,7.0,0.980,33.33,26.2,774.9,0.995,32.7,27.1,2894,0.693,27.8,75,49.6,0.00,1.6,17.73,-3.7
-1933.960,0.341,7.0,1.027,33.30,26.3,774.8,0.995,33.1,26.4,2894,0.703,27.7,75,49.3,0.00,1.6,18.54,-2.0
-1933.851,0.348,7.0,0.970,33.17,26.2,774.7,0.995,32.8,26.8,2892,0.688,27.7,75,48.2,0.00,1.6,17.84,-4.5
-1933.742,0.352,7.0,0.991,33.03,26.4,774.7,0.995,32.9,26.7,2895,0.695,27.5,75,49.6,0.00,1.6,17.87,-3.6
-1933.634,0.353,7.0,1.006,32.90,26.4,774.6,0.995,32.9,26.3,2896,0.693,27.5,75,49.2,0.00,1.6,18.68,-3.3
-1933.525,0.345,7.4,0.973,32.96,27.0,774.5,0.995,32.7,27.2,2894,0.696,27.5,75,49.9,0.00,1.6,16.59,-4.4
-1933.416,0.345,7.1,1.008,32.84,27.4,774.5,0.995,32.7,26.9,2892,0.716,27.5,75,50.9,0.00,1.6,18.99,-1.6
-1933.308,0.345,7.4,1.000,32.96,28.0,774.4,0.995,33.5,26.8,2818,0.709,28.9,75,49.3,0.00,1.6,17.51,-2.0
-1933.199,0.352,7.5,0.969,34.10,28.0,774.3,0.995,39.3,25.4,2539,0.700,31.0,75,51.7,0.00,1.6,17.64,-4.2
-1933.090,0.350,7.5,0.990,38.96,29.0,774.3,0.994,39.5,32.0,2170,0.719,33.3,75,56.1,0.00,1.6,16.39,-3.5
-1932.982,0.365,8.5,1.018,39.93,35.1,774.2,0.994,38.1,39.6,2083,0.816,30.8,75,60.5,0.01,1.6,16.62,0.6
-1932.873,0.408,8.0,1.004,38.68,41.5,774.2,0.992,36.7,53.3,2076,0.840,19.7,75,63.5,0.02,1.6,18.32,-3.2
-1932.765,0.424,8.1,0.973,37.07,57.0,774.2,0.991,34.4,68.5,2067,0.854,16.5,75,66.0,0.03,1.6,16.79,-3.9
-1932.656,0.416,8.6,0.962,34.68,68.4,774.2,0.992,30.3,74.0,2068,0.804,15.5,75,69.0,0.04,1.6,17.01,-4.7
-1932.547,0.429,9.0,0.970,30.03,72.3,774.0,0.992,25.8,74.0,2073,0.857,15.4,75,69.4,0.05,1.6,18.18,-4.1
-1932.439,0.461,9.0,0.993,25.56,73.5,773.9,0.991,24.5,74.0,2089,0.937,11.9,75,70.0,0.07,1.6,20.47,-1.7
-1932.330,0.477,9.0,1.005,23.24,73.7,773.9,0.992,24.5,74.0,2082,0.952,11.6,75,69.1,0.08,1.6,21.40,-2.3
-1932.221,0.470,9.0,1.008,22.56,73.8,774.0,0.992,24.5,74.0,2072,0.936,12.0,75,70.0,0.09,1.6,17.93,-2.3
-1932.113,0.467,8.8,1.008,22.91,73.8,774.1,0.992,24.5,74.0,2079,0.937,12.0,75,70.6,0.10,1.6,17.90,-2.1
-1932.004,0.459,8.3,1.018,23.24,73.9,774.3,0.992,24.5,74.0,2078,0.952,12.0,75,68.1,0.11,1.6,18.68,-1.4
-1931.895,0.443,8.0,1.003,24.00,73.9,774.3,0.991,24.5,74.0,2079,0.912,12.1,75,67.0,0.12,1.6,17.15,-1.0
-1931.787,0.430,8.0,1.003,24.46,73.8,774.4,0.991,24.5,74.0,2078,0.888,13.0,75,67.0,0.13,1.6,15.84,-1.3
-1931.678,0.427,8.0,1.014,24.14,73.8,774.4,0.992,24.5,74.0,2084,0.887,13.7,75,68.1,0.14,1.6,16.05,-0.5
-1931.569,0.422,8.0,1.009,24.24,73.8,774.5,0.993,24.6,74.0,2090,0.879,15.9,75,67.8,0.15,1.6,16.48,-0.3
-1931.461,0.426,8.0,1.001,24.32,73.9,774.5,0.992,24.6,74.0,2083,0.876,15.9,75,67.0,0.16,1.6,17.28,-0.8
-1931.352,0.430,8.0,0.993,24.77,73.8,774.5,0.992,24.6,74.0,2087,0.885,14.0,75,68.4,0.17,1.6,16.54,-0.8
-1931.244,0.428,8.0,0.979,24.92,73.7,774.6,0.992,24.6,74.0,2089,0.877,14.9,75,66.3,0.19,1.6,16.64,-1.2
-1931.135,0.430,8.0,0.983,24.75,73.7,774.5,0.992,24.6,74.0,2092,0.880,14.5,75,66.3,0.20,1.6,17.25,-1.2
-1931.026,0.431,8.0,0.990,24.63,73.6,774.5,0.992,24.6,74.0,2092,0.891,13.7,75,65.8,0.21,1.6,16.49,-0.8
-1930.918,0.429,8.0,0.992,24.50,73.7,774.5,0.992,24.6,74.0,2098,0.882,14.4,75,65.6,0.22,1.6,15.97,-0.8
-1930.809,0.427,8.0,0.992,24.26,73.7,774.5,0.992,24.6,74.0,2088,0.885,13.2,75,67.5,0.23,1.6,15.74,-0.8
-1930.700,0.430,8.3,0.999,24.37,73.7,774.5,0.992,24.6,74.0,2097,0.885,13.4,75,67.3,0.24,1.6,16.99,-0.8
-1930.592,0.425,8.5,1.014,24.38,73.7,774.5,0.992,24.6,74.0,2096,0.896,14.0,75,65.6,0.25,1.6,15.54,-0.0
-1930.483,0.427,8.5,1.000,24.85,73.8,774.6,0.992,24.6,74.0,2097,0.886,14.5,75,68.4,0.26,1.6,16.76,-0.2
-1930.374,0.424,8.5,0.993,24.67,73.7,774.6,0.992,24.6,74.0,2097,0.888,13.2,75,66.3,0.27,1.6,18.65,-0.2
-1930.266,0.428,8.5,1.013,24.59,73.7,774.6,0.992,24.6,74.0,2100,0.913,14.4,75,67.9,0.28,1.6,18.75,0.6
-1930.157,0.432,8.5,0.992,24.54,73.8,774.7,0.992,24.6,74.0,2092,0.906,13.4,75,67.0,0.29,1.6,17.31,0.2
-1930.048,0.443,8.5,0.993,24.59,73.9,774.7,0.991,24.6,74.0,2095,0.913,12.5,75,70.8,0.30,1.6,18.45,0.0
-1929.940,0.458,8.5,0.996,24.68,73.8,774.8,0.992,24.6,74.0,2097,0.937,12.5,75,70.0,0.32,1.6,18.32,0.0
-1929.831,0.447,8.5,0.971,24.92,73.7,774.8,0.992,24.6,74.0,2093,0.928,12.5,75,69.9,0.33,1.6,18.12,0.0
-1929.722,0.447,8.5,0.958,24.69,73.8,774.7,0.991,24.6,74.0,2098,0.914,12.5,75,69.1,0.34,1.6,18.22,-2.2
-1929.614,0.447,8.5,0.978,24.58,73.8,774.6,0.992,24.6,74.0,2098,0.931,12.5,75,70.0,0.35,1.6,18.33,-0.9
-1929.505,0.447,8.5,0.985,24.46,73.9,774.6,0.992,24.6,74.0,2091,0.936,12.5,75,70.0,0.36,1.6,17.55,-0.0
-1929.397,0.443,8.5,0.973,24.75,73.8,774.5,0.992,24.5,74.0,2095,0.905,12.5,75,69.4,0.37,1.6,16.44,-1.5
-1929.288,0.435,8.4,0.979,24.75,73.8,774.4,0.992,24.6,74.0,2094,0.897,12.5,75,68.3,0.38,1.6,18.06,-0.7
